,decoder,video,time,num_frames,num_threads,codec
128,pyav,v_SoccerJuggling_g24_c01,0.049593801610171795,251,8,original
129,tv_vr,v_SoccerJuggling_g24_c01,0.03774446342140436,251,8,original
130,tv_pyav,v_SoccerJuggling_g24_c01,0.06067701708525419,251,8,original
131,openCV,v_SoccerJuggling_g24_c01,0.026136617176234722,251,8,original
132,torchaudio,v_SoccerJuggling_g24_c01,0.029618297703564167,251,8,original
133,decord_cpu,R6llTwEh07w,0.08839779254049063,303,8,original
134,tv_newAPI,R6llTwEh07w,0.047961183823645115,303,8,original
135,pyav,R6llTwEh07w,0.17930387053638697,303,8,original
136,tv_vr,R6llTwEh07w,0.16152647230774164,303,8,original
137,tv_pyav,R6llTwEh07w,0.21057492960244417,303,8,original
138,openCV,R6llTwEh07w,0.04274285212159157,303,8,original
139,torchaudio,R6llTwEh07w,0.14565888233482838,303,8,original
140,decord_cpu,SOX5yA1l24A,0.09092110116034746,332,8,original
141,tv_newAPI,SOX5yA1l24A,0.04650430753827095,332,8,original
142,pyav,SOX5yA1l24A,0.1572102541103959,332,8,original
143,tv_vr,SOX5yA1l24A,0.1363582406193018,332,8,original
144,tv_pyav,SOX5yA1l24A,0.20976159814745188,332,8,original
145,openCV,SOX5yA1l24A,0.03651150781661272,332,8,original
146,torchaudio,SOX5yA1l24A,0.11871492397040129,332,8,original
147,decord_cpu,v_SoccerJuggling_g23_c01,0.05061760824173689,240,8,original
148,tv_newAPI,v_SoccerJuggling_g23_c01,0.02926685381680727,240,8,original
149,pyav,v_SoccerJuggling_g23_c01,0.053291440941393375,240,8,original
150,tv_vr,v_SoccerJuggling_g23_c01,0.041543617844581604,240,8,original
151,tv_pyav,v_SoccerJuggling_g23_c01,0.06381137762218714,240,8,original
152,openCV,v_SoccerJuggling_g23_c01,0.025951793417334557,240,8,original
153,torchaudio,v_SoccerJuggling_g23_c01,0.03408204298466444,240,8,original
154,decord_cpu,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.02111760713160038,75,8,original
155,tv_newAPI,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.01695558149367571,75,8,original
156,pyav,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.017857976257801056,75,8,original
157,tv_vr,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.012828223407268524,75,8,original
158,tv_pyav,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.037600004114210606,75,8,original
159,openCV,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.017563954927027225,75,8,original
160,torchaudio,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.01181238703429699,75,8,original
161,decord_cpu,RATRACE_wave_f_nm_np1_fr_goo_37,0.03540846146643162,73,8,original
162,tv_newAPI,RATRACE_wave_f_nm_np1_fr_goo_37,0.02050633914768696,73,8,original
163,pyav,RATRACE_wave_f_nm_np1_fr_goo_37,0.024273050017654896,73,8,original
164,tv_vr,RATRACE_wave_f_nm_np1_fr_goo_37,0.020047008991241455,73,8,original
165,tv_pyav,RATRACE_wave_f_nm_np1_fr_goo_37,0.028896519914269447,73,8,original
166,openCV,RATRACE_wave_f_nm_np1_fr_goo_37,0.025788196362555027,73,8,original
167,torchaudio,RATRACE_wave_f_nm_np1_fr_goo_37,0.018402020446956158,73,8,original
168,decord_cpu,v_SoccerJuggling_g23_c01,0.05348350293934345,240,1,h264
169,tv_newAPI,v_SoccerJuggling_g23_c01,0.06517583411186934,240,1,h264
170,pyav,v_SoccerJuggling_g23_c01,0.08332798909395933,240,1,h264
171,tv_vr,v_SoccerJuggling_g23_c01,0.0676061101257801,240,1,h264
172,tv_pyav,v_SoccerJuggling_g23_c01,0.06906206719577312,240,1,h264
173,openCV,v_SoccerJuggling_g23_c01,0.027406776323914528,240,1,h264
174,torchaudio,v_SoccerJuggling_g23_c01,0.06347651593387127,240,1,h264
175,decord_cpu,WUzgd7C1pWA,0.08745690621435642,327,1,h264
176,tv_newAPI,WUzgd7C1pWA,0.15285412222146988,327,1,h264
177,pyav,WUzgd7C1pWA,0.18000313360244036,327,1,h264
178,tv_vr,WUzgd7C1pWA,0.17326310463249683,327,1,h264
179,tv_pyav,WUzgd7C1pWA,0.15248940140008926,327,1,h264
180,openCV,WUzgd7C1pWA,0.05720977857708931,327,1,h264
181,torchaudio,WUzgd7C1pWA,0.1445239633321762,327,1,h264
182,decord_cpu,RATRACE_wave_f_nm_np1_fr_goo_37,0.026679741218686104,72,1,h264
183,tv_newAPI,RATRACE_wave_f_nm_np1_fr_goo_37,0.040494274348020554,72,1,h264
184,pyav,RATRACE_wave_f_nm_np1_fr_goo_37,0.04518288001418114,72,1,h264
185,tv_vr,RATRACE_wave_f_nm_np1_fr_goo_37,0.042177229188382626,72,1,h264
186,tv_pyav,RATRACE_wave_f_nm_np1_fr_goo_37,0.057540398091077805,72,1,h264
187,openCV,RATRACE_wave_f_nm_np1_fr_goo_37,0.016564377583563328,72,1,h264
188,torchaudio,RATRACE_wave_f_nm_np1_fr_goo_37,0.03936420287936926,72,1,h264
189,decord_cpu,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.016019062139093876,74,1,h264
190,tv_newAPI,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.02279839478433132,74,1,h264
191,pyav,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.028838573023676872,74,1,h264
192,tv_vr,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.024005085229873657,74,1,h264
193,tv_pyav,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.02282516099512577,74,1,h264
194,openCV,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.01179257221519947,74,1,h264
195,torchaudio,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.02158291172236204,74,1,h264
196,decord_cpu,R6llTwEh07w,0.08656531199812889,303,1,h264
197,tv_newAPI,R6llTwEh07w,0.14750419184565544,303,1,h264
198,pyav,R6llTwEh07w,0.1778529416769743,303,1,h264
199,tv_vr,R6llTwEh07w,0.17123612388968468,303,1,h264
200,tv_pyav,R6llTwEh07w,0.14281560387462378,303,1,h264
201,openCV,R6llTwEh07w,0.0479503208771348,303,1,h264
202,torchaudio,R6llTwEh07w,0.14512801263481379,303,1,h264
203,decord_cpu,v_SoccerJuggling_g24_c01,0.04457435756921768,251,1,h264
204,tv_newAPI,v_SoccerJuggling_g24_c01,0.05545040313154459,251,1,h264
205,pyav,v_SoccerJuggling_g24_c01,0.07374697364866734,251,1,h264
206,tv_vr,v_SoccerJuggling_g24_c01,0.06874788086861372,251,1,h264
207,tv_pyav,v_SoccerJuggling_g24_c01,0.06741945166140795,251,1,h264
208,openCV,v_SoccerJuggling_g24_c01,0.02613947819918394,251,1,h264
209,torchaudio,v_SoccerJuggling_g24_c01,0.053562006913125515,251,1,h264
210,decord_cpu,SOX5yA1l24A,0.08526520151644945,332,1,h264
211,tv_newAPI,SOX5yA1l24A,0.12696079164743423,332,1,h264
212,pyav,SOX5yA1l24A,0.15972308441996574,332,1,h264
213,tv_vr,SOX5yA1l24A,0.15374653786420822,332,1,h264
214,tv_pyav,SOX5yA1l24A,0.13247232045978308,332,1,h264
215,openCV,SOX5yA1l24A,0.04367045871913433,332,1,h264
216,torchaudio,SOX5yA1l24A,0.12430188339203596,332,1,h264
217,decord_cpu,TrumanShow_wave_f_nm_np1_fr_med_26,0.016427417285740376,48,1,h264
218,tv_newAPI,TrumanShow_wave_f_nm_np1_fr_med_26,0.020511861890554428,48,1,h264
219,pyav,TrumanShow_wave_f_nm_np1_fr_med_26,0.023498636670410633,48,1,h264
220,tv_vr,TrumanShow_wave_f_nm_np1_fr_med_26,0.02157943695783615,48,1,h264
221,tv_pyav,TrumanShow_wave_f_nm_np1_fr_med_26,0.020442061126232147,48,1,h264
222,openCV,TrumanShow_wave_f_nm_np1_fr_med_26,0.010448423214256763,48,1,h264
223,torchaudio,TrumanShow_wave_f_nm_np1_fr_med_26,0.019592637196183205,48,1,h264
224,decord_cpu,v_SoccerJuggling_g23_c01,0.05823339708149433,240,4,h264
225,tv_newAPI,v_SoccerJuggling_g23_c01,0.031538438983261585,240,4,h264
226,pyav,v_SoccerJuggling_g23_c01,0.08087845146656036,240,4,h264
227,tv_vr,v_SoccerJuggling_g23_c01,0.06481595989316702,240,4,h264
228,tv_pyav,v_SoccerJuggling_g23_c01,0.08595897257328033,240,4,h264
229,openCV,v_SoccerJuggling_g23_c01,0.025178219191730022,240,4,h264
230,torchaudio,v_SoccerJuggling_g23_c01,0.06320181488990784,240,4,h264
231,decord_cpu,WUzgd7C1pWA,0.09357404336333275,327,4,h264
232,tv_newAPI,WUzgd7C1pWA,0.062098221853375435,327,4,h264
233,pyav,WUzgd7C1pWA,0.14849012531340122,327,4,h264
234,tv_vr,WUzgd7C1pWA,0.16124633233994246,327,4,h264
235,tv_pyav,WUzgd7C1pWA,0.15268782619386911,327,4,h264
