,decoder,video,time,num_frames,num_threads,codec
225,tv_vr,v_SoccerJuggling_g24_c01,0.06328450329601765,251,4,h264
226,tv_pyav,v_SoccerJuggling_g24_c01,0.07488644868135452,251,4,h264
227,openCV,v_SoccerJuggling_g24_c01,0.02568477690219879,251,4,h264
228,decord_cpu,SOX5yA1l24A,0.09032738972455263,332,4,h264
229,tv_newAPI,SOX5yA1l24A,0.05429416187107563,332,4,h264
230,pyav,SOX5yA1l24A,0.13120502028614284,332,4,h264
231,tv_vr,SOX5yA1l24A,0.14376446716487407,332,4,h264
232,tv_pyav,SOX5yA1l24A,0.143249181099236,332,4,h264
233,openCV,SOX5yA1l24A,0.04213770981878042,332,4,h264
234,decord_cpu,TrumanShow_wave_f_nm_np1_fr_med_26,0.016119588725268842,48,4,h264
235,tv_newAPI,TrumanShow_wave_f_nm_np1_fr_med_26,0.01164179090410471,48,4,h264
236,pyav,TrumanShow_wave_f_nm_np1_fr_med_26,0.020673765614628793,48,4,h264
237,tv_vr,TrumanShow_wave_f_nm_np1_fr_med_26,0.021113247983157633,48,4,h264
238,tv_pyav,TrumanShow_wave_f_nm_np1_fr_med_26,0.02702091187238693,48,4,h264
239,openCV,TrumanShow_wave_f_nm_np1_fr_med_26,0.010711845569312572,48,4,h264
240,decord_cpu,v_SoccerJuggling_g23_c01,0.06676687691360712,240,8,h264
241,tv_newAPI,v_SoccerJuggling_g23_c01,0.029917800799012184,240,8,h264
242,pyav,v_SoccerJuggling_g23_c01,0.06816488076001406,240,8,h264
243,tv_vr,v_SoccerJuggling_g23_c01,0.07074259277433156,240,8,h264
244,tv_pyav,v_SoccerJuggling_g23_c01,0.07636281941086054,240,8,h264
245,openCV,v_SoccerJuggling_g23_c01,0.025373828411102296,240,8,h264
246,decord_cpu,WUzgd7C1pWA,0.08654770608991384,327,8,h264
247,tv_newAPI,WUzgd7C1pWA,0.05776275675743818,327,8,h264
248,pyav,WUzgd7C1pWA,0.11529570892453193,327,8,h264
249,tv_vr,WUzgd7C1pWA,0.1635982958599925,327,8,h264
250,tv_pyav,WUzgd7C1pWA,0.14722410589456558,327,8,h264
251,openCV,WUzgd7C1pWA,0.05611075479537249,327,8,h264
252,decord_cpu,RATRACE_wave_f_nm_np1_fr_goo_37,0.022960018180310727,72,8,h264
253,tv_newAPI,RATRACE_wave_f_nm_np1_fr_goo_37,0.018181714601814745,72,8,h264
254,pyav,RATRACE_wave_f_nm_np1_fr_goo_37,0.03807792216539383,72,8,h264
255,tv_vr,RATRACE_wave_f_nm_np1_fr_goo_37,0.04156277980655432,72,8,h264
256,tv_pyav,RATRACE_wave_f_nm_np1_fr_goo_37,0.04755192995071411,72,8,h264
257,openCV,RATRACE_wave_f_nm_np1_fr_goo_37,0.017001719586551188,72,8,h264
258,decord_cpu,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.016736611165106295,74,8,h264
259,tv_newAPI,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0,0.012054260075092315,74,8,h264
