,loader,video,time
337,pyav,RATRACE_wave_f_nm_np1_fr_goo_37.avi,0.03926677089766599
338,pyav_notorgb,RATRACE_wave_f_nm_np1_fr_goo_37.avi,0.016324478102615104
339,tv_pyav,RATRACE_wave_f_nm_np1_fr_goo_37.avi,0.04578315989929251
340,tv_vr,RATRACE_wave_f_nm_np1_fr_goo_37.avi,0.047209962701890616
341,decord,RATRACE_wave_f_nm_np1_fr_goo_37.avi,0.1111695496016182
342,CV2,TrumanShow_wave_f_nm_np1_fr_med_26.avi,0.046845671499613675
343,pyav,TrumanShow_wave_f_nm_np1_fr_med_26.avi,0.02334121729945764
344,pyav_notorgb,TrumanShow_wave_f_nm_np1_fr_med_26.avi,0.01019115819945
345,tv_pyav,TrumanShow_wave_f_nm_np1_fr_med_26.avi,0.028497879300266503
346,tv_vr,TrumanShow_wave_f_nm_np1_fr_med_26.avi,0.028504600998712704
347,decord,TrumanShow_wave_f_nm_np1_fr_med_26.avi,0.0571853164001368
348,CV2,SOX5yA1l24A.mp4,0.07848597859847359
349,pyav,SOX5yA1l24A.mp4,0.24836062980466522
350,pyav_notorgb,SOX5yA1l24A.mp4,0.14909027950488962
351,tv_pyav,SOX5yA1l24A.mp4,0.29886448410106825
352,tv_vr,SOX5yA1l24A.mp4,0.29281105440459215
353,decord,SOX5yA1l24A.mp4,0.11169656350393779
354,CV2,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0.avi,0.05267539269989356
355,pyav,SchoolRulesHowTheyHelpUs_wave_f_nm_np1_ba_med_0.avi,0.026790409698151052
